,Unnamed: 0,budget,popularity,runtime,vote_average,vote_count,Days,Fantasy,Science Fiction,Action,Adventure,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Mystery,Horror,War,History,Music,Foreign,popularity_index,y_test
2882,2882,29584033.76797455,2.24888,104.0,6.4,53.0,33446,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.050837716630528,83769672.29056203
3723,3723,29584033.76797455,8.772574,199.0,8.2,68.0,27407,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.09580785406261122,83769672.29056203
1728,1728,21000000.0,14.518707999999998,117.0,6.5,323.0,35252,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.4550873067974033,54926886.0
3966,3966,2500000.0,5.164423,92.0,7.1,95.0,20739,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.1655482817562582,3200000.0
2018,2018,23000000.0,57.110486,119.0,6.5,1590.0,32016,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.27156253179635603,369884651.0
3505,3505,29584033.76797455,1.734764,103.0,5.4,29.0,30606,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.046838843650622235,83769672.29056203
1270,1270,45000000.0,14.566664,82.0,4.2,135.0,32402,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1630096896404508,10667893.0
2314,2314,18000000.0,20.716023,104.0,6.9,993.0,28322,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0.17902160510619702,151668774.0
4310,4310,29584033.76797455,1.998557,88.0,6.0,11.0,33815,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.015498329333657697,83769672.29056203
4634,4634,29584033.76797455,3.877036,101.0,6.5,27.0,33293,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.03804135381897798,83769672.29056203
1414,1414,35000000.0,8.737058,112.0,6.3,245.0,32228,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0035105187258079344,40263020.0
3767,3767,4000000.0,19.107285,104.0,6.7,376.0,33292,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.5297610754050267,9304609.0
3543,3543,2200000.0,5.206967,157.0,7.2,97.0,34768,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06275226465295368,11502151.0
3628,3628,4000000.0,4.992475,120.0,6.5,91.0,36341,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.6382279518737046e-05,41424067.0
2931,2931,11000000.0,3.4957580000000004,86.0,4.1,54.0,33201,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0722603918372244,23978402.0
1347,1347,36000000.0,19.854932,109.0,5.8,258.0,33740,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3635062698257896,44350926.0
2483,2483,26000000.0,44.301745,125.0,7.6,988.0,30350,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.03253392534025513,206678440.0
1003,1003,49000000.0,2.808428,104.0,6.2,71.0,29090,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0.10003467115360876,20423389.0
588,588,70000000.0,23.25645,133.0,5.8,493.0,36448,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.35436711499000084,134748021.0
3884,3884,2500000.0,47.812466,110.0,7.2,987.0,19662,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0143268155498832,124881062.0
2685,2685,14000000.0,11.543363,118.0,4.5,133.0,24318,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,13.373235698982782,30749142.0
3003,3003,9000000.0,20.452449,89.0,6.4,379.0,35749,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.5666176212248109,32973937.0
733,733,60000000.0,4.801849,119.0,5.9,50.0,31150,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.07044695151662589,83769672.29056203
1421,1421,35000000.0,5.926966,140.0,6.1,81.0,29988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.32617307584948074,83769672.29056203
1257,1257,40000000.0,41.258956,87.0,7.5,1176.0,36134,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1.656912299671041,46471023.0
1968,1968,65000000.0,20.793026,100.0,5.1,374.0,32137,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.3261708483629796,40002112.0
1059,1059,45000000.0,27.684779,89.0,4.7,610.0,31556,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.1137198683430663,136885767.0
2246,2246,21000000.0,12.761176,124.0,7.4,278.0,35770,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003023441677557088,83769672.29056203
809,809,55000000.0,138.133331,142.0,8.2,7927.0,30546,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,11.168659693445868,677945399.0
1160,1160,40000000.0,68.794673,134.0,7.0,1949.0,38528,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.7460221701180774,320170008.0
4698,4698,29584033.76797455,0.015189,77.0,6.104517497348888,701.7172852598093,37733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9886768714615224,83769672.29056203
240,240,116000000.0,16.90444,108.0,5.7,428.0,31493,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.15340971855522,178127760.0
3050,3050,10000000.0,9.525626,114.0,6.4,137.0,27005,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0.19302464715555492,8801940.0
431,431,85000000.0,14.132583,97.0,5.8,288.0,35091,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.07341147396982071,144000000.0
2155,2155,20000000.0,55.96460500000001,109.0,6.7,1778.0,37498,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.505093595931217,46089287.0
707,707,60000000.0,18.831023,94.0,5.7,526.0,34732,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.646237993331831,129181830.0
2304,2304,18000000.0,5.380733,116.0,6.1,12.0,31318,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1.028432745066148,83769672.29056203
2791,2791,3100000.0,7.453347,111.0,5.9,92.0,36399,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.12962239079059165,83769672.29056203
4022,4022,2500000.0,23.419061,85.0,6.8,450.0,37162,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.6340225636496329,3325038.0
4374,4374,29584033.76797455,0.948316,97.0,7.7,10.0,31456,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0010936958720632588,83769672.29056203
4417,4417,1000000.0,0.153625,90.0,5.7,3.0,36730,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.16142074926963249,83769672.29056203
3410,3410,29584033.76797455,2.832628,125.0,6.3,20.0,32226,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.013463670908433858,83769672.29056203
1534,1534,31000000.0,15.895661,103.0,6.2,433.0,29119,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.6100706001339803,53208180.0
3938,3938,29584033.76797455,1.580027,89.0,6.1,4.0,33740,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0036991125829050615,83769672.29056203
2093,2093,20000000.0,20.99174,94.0,6.4,428.0,36491,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6030259049823177,117224271.0
2069,2069,21000000.0,10.207065,96.0,5.1,184.0,30070,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.2592447815811833,42000000.0
1362,1362,29000000.0,25.767395,129.0,7.2,1597.0,36162,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.33864997023790644,309208309.0
1224,1224,47000000.0,38.555482,92.0,5.9,866.0,36792,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.24124569802024276,157887643.0
2261,2261,20000000.0,3.581906,107.0,6.2,33.0,30611,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04649498800097309,305070.0
4084,4084,2000000.0,1.867004,119.0,6.5,8.0,10878,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3108880634786089,9172000.0
467,467,90000000.0,6.643778,114.0,5.9,208.0,32179,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16742850756873154,83769672.29056203
2344,2344,18000000.0,35.524457,129.0,7.7,938.0,25564,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.3215848104519017,23000000.0
4305,4305,29584033.76797455,0.002386,88.0,6.104517497348888,701.7172852598093,33725,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.00035862532668469384,83769672.29056203
2707,2707,29584033.76797455,8.387573,93.0,6.3,108.0,35473,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.15216541527591193,83769672.29056203
111,111,150000000.0,25.468493,144.0,6.6,4040.0,35285,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.692113682543372,709709780.0
2532,2532,18000000.0,16.418639000000002,115.0,7.0,215.0,30714,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.1711251654596303,83769672.29056203
1110,1110,50000000.0,49.020045,106.0,6.4,1528.0,34754,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.1528588383480867,111340801.0
1092,1092,45000000.0,21.118196,128.0,6.7,670.0,36246,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.012116041575239822,60222298.0
3871,3871,29584033.76797455,15.128316,94.0,7.4,344.0,26663,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.4846750264343862,19294144.0
4684,4684,29584033.76797455,0.018716,89.0,6.104517497348888,701.7172852598093,37958,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9886768714615224,83769672.29056203
1020,1020,48000000.0,88.84477700000002,109.0,6.1,2200.0,38014,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0996658667315398,325771424.0
4083,4083,2000000.0,17.639478,134.0,7.6,240.0,18574,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3381453672798043,7600000.0
395,395,85000000.0,44.967453000000006,136.0,6.7,1225.0,35084,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,25.799641388473805,194168700.0
2723,2723,29584033.76797455,4.722403,105.0,6.0,27.0,32935,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.03804135381897798,83769672.29056203
52,52,195000000.0,28.529607,154.0,6.1,3299.0,36747,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033613513797811134,1123746996.0
748,748,60000000.0,25.293538,97.0,4.6,524.0,36007,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.057361682743252,62357900.0
1618,1618,30000000.0,48.237797,106.0,6.4,1323.0,37337,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.05846186821360815,63372757.0
3311,3311,6500000.0,29.01153,92.0,7.1,664.0,34625,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.935535516140792,24793509.0
1031,1031,38000000.0,15.401855,105.0,6.3,584.0,31625,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.8228203937141905,299288605.0
2357,2357,18000000.0,11.725805,98.0,3.7,14.0,25843,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.08092458458667656,2945600.0
3251,3251,6500000.0,25.289665,142.0,6.5,456.0,21574,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.515511655933491,81974493.0
235,235,97250400.0,20.344364,116.0,5.0,471.0,35485,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.663610283286616,132900000.0
2860,2860,14000000.0,26.967494,149.0,7.9,613.0,25870,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.8636796255938335,85000000.0
2321,2321,29584033.76797455,14.190837,103.0,6.2,249.0,34725,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3.4516328926636084,83769672.29056203
1408,1408,27000000.0,22.636908,104.0,6.7,811.0,34347,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14.016143247880885,115505027.0
2252,2252,20000000.0,5.65327,84.0,3.3,12.0,33880,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.016907268363990216,1675706.0
2682,2682,14000000.0,3.650857,109.0,6.9,47.0,30198,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.480950347907754,27515786.0
1159,1159,40000000.0,21.661028,128.0,6.7,354.0,29811,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0797974764170961,107458785.0
292,292,100000000.0,30.863434,104.0,4.9,967.0,35090,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.000555816632713483,249288105.0
3621,3621,5000000.0,6.3082980000000015,91.0,6.5,44.0,32046,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.06199331733463079,83769672.29056203
628,628,70000000.0,76.04186700000002,169.0,7.9,5048.0,32025,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.985014200560292,481840909.0
3980,3980,29584033.76797455,4.9529830000000015,91.0,6.6,271.0,33815,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.195186474645022,83769672.29056203
1323,1323,32000000.0,25.682509,137.0,7.0,701.0,37184,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.032764098945373674,28258060.0
4674,4674,29584033.76797455,0.004998,85.0,6.104517497348888,701.7172852598093,34143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.490167289012459,83769672.29056203
2631,2631,29584033.76797455,1.485324,276.0,7.0,12.0,35324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.03556627696381681,83769672.29056203
2100,2100,18000000.0,16.470895000000002,101.0,5.4,442.0,30954,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13094427896093694,122195920.0
4325,4325,1100000.0,7.717237,110.0,5.7,77.0,36540,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5163142935694044,83769672.29056203
134,134,150000000.0,114.52223700000002,131.0,7.1,3224.0,38233,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.542419433792038,682330139.0
2667,2667,14000000.0,16.742972,119.0,6.6,291.0,28056,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.4100012578267627,320145693.0
693,693,61000000.0,143.041543,145.0,7.9,5862.0,37938,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,8.25920059580922,369330363.0
4548,4548,500000.0,0.046903,87.0,5.0,2.0,33222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.002817878060665036,83769672.29056203
4156,4156,29584033.76797455,1.332804,90.0,4.2,35.0,38108,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.023698228885704702,83769672.29056203
122,122,150000000.0,5.9543339999999985,107.0,6.2,4021.0,35956,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.665343840967053,373062864.0
2318,2318,19000000.0,32.602868,122.0,6.3,659.0,34629,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0.5225453158086134,144216468.0
2651,2651,15000000.0,12.185204,93.0,5.7,41.0,35132,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,2.3907196819332324,20380.0
3023,3023,9000000.0,18.289303,93.0,7.5,676.0,32080,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.10448619163764547,17096053.0
1994,1994,12500000.0,20.317469,101.0,6.5,910.0,36835,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32.96540913257201,75993061.0
4609,4609,29584033.76797455,1.410387,91.0,6.1,16.0,31183,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.003215748012156126,83769672.29056203
4583,4583,29584033.76797455,0.084344,92.0,3.8,5.0,36390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007044695151662591,83769672.29056203
1022,1022,47000000.0,19.525659,96.0,5.7,594.0,31251,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,17.795715613189387,102825796.0
802,802,70000000.0,21.723897,116.0,5.5,453.0,37099,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6382493807406306,58058367.0
2982,2982,10000000.0,29.244768,93.0,5.9,903.0,35405,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4.145836485701127,139352633.0
1742,1742,28000000.0,25.520976,90.0,5.7,615.0,37776,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.053003783790297215,68896829.0
136,136,150000000.0,29.332905,91.0,5.7,1171.0,35408,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.03742845567877584,287594577.0
861,861,47000000.0,23.05451,133.0,7.1,346.0,34311,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4874929044950512,83769672.29056203
1943,1943,25000000.0,3.849873,117.0,6.2,19.0,32074,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.731685809484874,777423.0
4691,4691,29584033.76797455,0.145014,89.0,6.0,4.0,35473,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.08534243281395178,83769672.29056203
3728,3728,8000000.0,12.439495,101.0,7.1,111.0,33676,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11.731788273863929,41400000.0
1317,1317,38000000.0,10.047579,129.0,6.3,86.0,31122,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.12116875660859655,10300000.0
2824,2824,15000000.0,64.504747,84.0,6.6,1935.0,36965,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.726297023693422,145000000.0
4254,4254,29584033.76797455,1.893697,85.0,2.6,9.0,37934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012680451272992659,1500000.0
151,151,70000000.0,35.60166500000001,115.0,5.5,841.0,35416,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03742845567877584,195735876.0
4621,4621,29584033.76797455,1.088501,90.0,2.8,6.0,35938,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.008453634181995108,83769672.29056203
4285,4285,29584033.76797455,0.106949,100.0,5.9,10.0,37408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.014089390303325181,83769672.29056203
18,18,225000000.0,52.035179,106.0,6.2,4160.0,37077,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.031749107596350946,624026776.0
3086,3086,10000000.0,3.988432,101.0,5.4,24.0,32585,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.03381453672798043,1631839.0
4442,4442,29584033.76797455,0.957022,88.0,6.5,15.0,35198,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.11168513399932324,83769672.29056203
1762,1762,27000000.0,39.324831,100.0,7.2,828.0,31878,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.1666015171153248,27200316.0
3951,3951,29584033.76797455,1.75311,94.0,5.2,34.0,36995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6210566488173472,83769672.29056203
1428,1428,35000000.0,19.088655,85.0,4.9,379.0,35559,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.8343236186366907,25871834.0
881,881,29584033.76797455,1.453765,172.0,5.9,26.0,32109,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.046838843650622235,83769672.29056203
2635,2635,15000000.0,15.175289,112.0,6.3,545.0,35400,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7678717715312222,7938872.0
3051,3051,10000000.0,14.038512,90.0,5.1,179.0,36344,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3664571692227273,6110000.0
598,598,75000000.0,23.515938,123.0,6.0,385.0,37098,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0.5424415266780194,59418613.0
2240,2240,20000000.0,37.629309,125.0,6.5,546.0,38028,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0002212636591139519,12007070.0
124,124,150000000.0,165.125366,102.0,7.3,5295.0,37630,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.460332165610683,1274219009.0
1423,1423,31000000.0,22.71592,96.0,5.9,437.0,34111,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,25.79964672324652,27388767.0
879,879,53000000.0,49.593978,109.0,7.2,1486.0,36126,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0936833990741217,126690726.0
1875,1875,30000000.0,14.179538,124.0,7.1,334.0,32076,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0004751971202447289,82150642.0
563,563,71000000.0,21.462935,85.0,5.4,686.0,31993,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.9665321748081072,294456605.0
4647,4647,250000.0,6.978907,99.0,4.1,75.0,37509,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.009348018349814276,56825.0
2782,2782,10000000.0,4.2674660000000015,127.0,5.8,45.0,36925,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.0634022563649633,303877.0
4042,4042,2500000.0,8.248149,101.0,3.1,47.0,37282,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06622013442562834,83769672.29056203
4519,4519,29584033.76797455,0.050210000000000005,120.0,6.2,21.0,36147,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.029587719636982875,83769672.29056203
909,909,52000000.0,30.347332,131.0,7.1,716.0,32627,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0088003457180827,256271286.0
3351,3351,7000000.0,30.214716,125.0,6.3,524.0,23389,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0011196832145766425,97572000.0
3694,3694,4500000.0,15.002502,96.0,6.5,602.0,26788,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8481812962601758,146198896.0
4130,4130,2000000.0,4.261508999999998,96.0,6.3,41.0,34993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0017805042099169684,622806.0
767,767,60000000.0,36.689223,101.0,4.7,549.0,34494,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.2674112394537181,71073932.0
445,445,80000000.0,37.02665,117.0,6.3,1543.0,36609,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2.173992923803075,214918407.0
644,644,70000000.0,26.19909,112.0,6.1,588.0,30142,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16742850756873154,255000211.0
895,895,51000000.0,39.001682,116.0,6.1,927.0,32724,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8602226169410189,149270999.0
3959,3959,29584033.76797455,0.6882199999999999,80.0,3.0,5.0,34440,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.05736668735054413,83769672.29056203
4058,4058,2300000.0,2.713171,97.0,5.6,19.0,38324,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.02676984157631784,83769672.29056203
720,720,60000000.0,38.820858,106.0,6.2,1325.0,36819,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.06208747374197536,137551594.0
4224,4224,1500000.0,58.594852,103.0,6.8,1737.0,36459,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.668062918825561,97009150.0
1469,1469,70000000.0,3.2769120000000003,101.0,5.3,29.0,32429,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.04085923187964302,11263966.0
4192,4192,29584033.76797455,2.756435,106.0,7.0,28.0,35552,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0394502928493105,23311391.0
4580,4580,29584033.76797455,0.034135000000000006,90.0,7.0,7.0,34898,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.009862573212327624,83769672.29056203
1912,1912,25.0,4.88794,145.0,7.0,59.0,32544,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08312740278961855,13.0
1363,1363,35000000.0,21.543389,88.0,5.5,867.0,32993,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.221550139298293,147934180.0
4030,4030,14000000.0,3.393648,106.0,6.1,50.0,35775,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0011241381875789368,83769672.29056203
3857,3857,3500000.0,3.158056,92.0,5.3,37.0,37727,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.17173623925644502,83769672.29056203
4606,4606,300000.0,1.314576,112.0,8.0,26.0,33669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.03663241478864546,7808524.0
3624,3624,5000000.0,46.114184,97.0,7.6,1794.0,36001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.527636620416537,9760104.0
2442,2442,17000000.0,9.349386,144.0,5.2,153.0,34877,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.21556767164087526,374743.0
1538,1538,45000000.0,32.217425,113.0,6.9,677.0,33641,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1.584469062915009,306776732.0
1521,1521,32000000.0,4.0984440000000015,75.0,7.1,24.0,31540,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.20529852086472972,3566637.0
320,320,92000000.0,44.455166,144.0,7.2,1811.0,33278,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.55158858393219,172989651.0
800,800,58000000.0,12.29603,125.0,5.9,178.0,36952,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.2507911473991882,50365377.0
546,546,74000000.0,875.581305,91.0,6.4,4571.0,38197,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,6.4402603076499405,1156730962.0
276,276,100000000.0,132.397737,161.0,7.4,5815.0,33598,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.192980461383591,876688482.0
532,532,80000000.0,14.209329,130.0,5.8,369.0,34363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2678849515829621,55041367.0
4425,4425,29584033.76797455,3.418372,93.0,3.5,34.0,37505,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.011132235037233157,83769672.29056203
2235,2235,8700000.0,26.093043,100.0,6.8,532.0,34887,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.3876272009296299,7659918.0
