,Unnamed: 0,budget,popularity,runtime,vote_average,vote_count,Days,Fantasy,Science Fiction,Action,Adventure,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Mystery,Horror,War,History,Music,Foreign,popularity_index,y_test
1896,1896,25000000.0,25.848003,93.0,6.5,656.0,34062,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.08360944831605928,20796847.0
4693,4693,29584033.76797455,1.045623,93.0,6.5,4.0,37904,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.005635756121330072,83769672.29056203
281,281,100000000.0,42.361215,157.0,7.4,1502.0,35413,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.1432826788053063,266465037.0
368,368,90000000.0,40.262261,106.0,5.9,1648.0,37518,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.321931521987989,174578751.0
4362,4362,29584033.76797455,4.805651,97.0,6.7,99.0,35686,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0013528268016967126,83769672.29056203
1130,1130,42000000.0,16.122168,83.0,5.4,518.0,36027,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7298304177122442,83769672.29056203
272,272,90000000.0,1.004579,104.0,3.7,16.0,33033,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.02254302448532029,10372291.0
3656,3656,5000000.0,7.794,91.0,4.2,151.0,38164,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.15096567012874804,83769672.29056203
3928,3928,3000000.0,23.981601,100.0,7.4,798.0,22138,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.1243333462053493,4000000.0
1667,1667,29584033.76797455,3.71305,80.0,5.4,29.0,34605,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.014337952982389,3102550.0
3705,3705,5000000.0,10.274542,98.0,5.5,121.0,37748,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.17048162267023467,10429707.0
3552,3552,5100000.0,5.9340160000000015,103.0,7.2,102.0,25521,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.07979821891259647,83769672.29056203
113,113,150000000.0,78.14439499999997,138.0,7.4,5494.0,35286,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.1711251654596303,938212738.0
4420,4420,29584033.76797455,7.207051,83.0,4.9,78.0,36954,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.2597835831782898,83769672.29056203
369,369,95000000.0,56.81105600000001,117.0,5.5,1418.0,33848,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.9978755450115104,156505388.0
4330,4330,29584033.76797455,4.653047,84.0,6.1,90.0,35641,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0057818124614776615,83769672.29056203
222,222,115000000.0,67.33766999999999,109.0,6.4,3439.0,37518,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,32.965510159830394,286140700.0
4335,4335,1000000.0,2.833166,128.0,6.1,39.0,19315,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.1757212126069973,37600000.0
3755,3755,7000000.0,2.453459,93.0,5.3,26.0,33236,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.03663241478864546,10229331.0
1223,1223,40000000.0,3.415534,94.0,5.0,40.0,32597,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.05949096697713814,36037909.0
1325,1325,40000000.0,3.87823,130.0,7.1,71.0,35756,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.10003467115360876,9793496.0
3013,3013,65000000.0,31.974359000000003,102.0,6.2,679.0,38617,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9566696015957796,143695338.0
792,792,58000000.0,13.43573,95.0,6.5,579.0,34636,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.011401760903871964,102854431.0
1629,1629,35000000.0,6.246199,111.0,5.2,112.0,34230,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1.6802940472033598,22034832.0
463,463,29584033.76797455,0.605645,117.0,8.0,1.0,31932,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.5844623804555058,83769672.29056203
4155,4155,29584033.76797455,1.002585,108.0,3.9,8.0,36630,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9.09387476245689,83769672.29056203
1846,1846,26000000.0,29.342744,94.0,6.7,1493.0,34202,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.103545972286449,90574188.0
553,553,70000000.0,26.123705,110.0,6.5,513.0,35341,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.7227857225605817,86658558.0
1900,1900,29584033.76797455,6.718497,90.0,5.0,54.0,31297,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.3802675855298397,83769672.29056203
3889,3889,3000000.0,22.789649,91.0,5.7,722.0,36496,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.017253979900078,177512032.0
2701,2701,26000000.0,11.942862,136.0,6.9,240.0,35021,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3381453672798043,14821658.0
200,200,125000000.0,206.227151,123.0,6.6,5584.0,37986,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.421504601722633,752100229.0
2343,2343,18000000.0,18.379124,103.0,5.8,383.0,26887,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5396236486173543,100000000.0
1399,1399,40000000.0,60.231382,109.0,6.7,3417.0,36868,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32.48566833019878,173930596.0
404,404,85000000.0,16.595874,145.0,7.3,652.0,34717,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.05217293132536932,162242962.0
3141,3141,11000000.0,9.337388,98.0,6.4,135.0,32562,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.19020676909488995,59827328.0
2505,2505,29584033.76797455,1.326264,115.0,5.7,16.0,33421,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0062117173561990644,83769672.29056203
4493,4493,625000.0,0.283059,68.0,4.8,5.0,37435,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007044695151662591,83769672.29056203
1664,1664,29584033.76797455,29.647844,118.0,5.9,638.0,37366,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.8989031013521465,18074539.0
4213,4213,29584033.76797455,5.3793190000000015,99.0,4.4,111.0,38437,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0018406463454479422,83769672.29056203
652,652,50100000.0,59.63402900000001,105.0,6.7,2542.0,38085,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1.7813580797424082,153962963.0
2233,2233,20000000.0,12.232048,106.0,7.0,185.0,38142,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.2606537206115158,6420319.0
2238,2238,20000000.0,7.716606,111.0,5.4,126.0,36056,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,3.5798115430976134,5210988.0
1590,1590,30000000.0,33.369305,123.0,7.4,1049.0,35348,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.4779770428188113,129266061.0
3662,3662,5000000.0,10.619574,105.0,7.4,105.0,37954,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2.375370072453828,83769672.29056203
3139,3139,9500000.0,19.978021,107.0,6.4,737.0,35931,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.4516262102041044,17164377.0
971,971,50000000.0,6.22577,95.0,5.9,75.0,32471,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.011137432505735831,58900031.0
1058,1058,45000000.0,17.270539000000007,89.0,5.9,299.0,33378,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,32.485660162748275,94935764.0
1175,1175,40000000.0,37.776566,112.0,7.1,732.0,29897,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,3.4881376839399083,75505856.0
194,194,127500000.0,26.548594,82.0,6.2,542.0,32690,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4.2980658831715255,354248063.0
1620,1620,30000000.0,19.143721,63.0,6.8,258.0,36671,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.3635062698257896,14460000.0
4569,4569,29584033.76797455,0.136721,107.21727137704222,6.104517497348888,701.7172852598093,37769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6622874239535813,83769672.29056203
1324,1324,38000000.0,6.760922,93.0,4.3,75.0,35458,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.10567042727493883,5410749.0
316,316,100000000.0,46.160048,167.0,7.1,1910.0,33629,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2.691073547935109,193772504.0
2964,2964,29584033.76797455,18.764453,98.0,5.2,302.0,37522,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.4254995871604204,83769672.29056203
4037,4037,2400000.0,4.623059,120.0,7.0,11.0,31379,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.07792402484393246,5731103.0
1959,1959,24000000.0,22.258428,119.0,6.9,477.0,27766,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.072249996900219,133000000.0
3109,3109,10000000.0,2.803642,82.0,6.0,50.0,34620,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.07044695151662589,83769672.29056203
3320,3320,8000000.0,14.652342,92.0,5.7,192.0,36084,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.27051629382384346,10848783.0
4065,4065,2100000.0,0.039007,126.0,6.104517497348888,701.7172852598093,38318,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9886768714615224,3330.0
3769,3769,4000000.0,4.541908,110.0,6.7,46.0,28523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06481119539529583,3468572.0
115,115,150000000.0,56.758411,92.0,6.2,2961.0,35655,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.799637720817557,624029371.0
2621,2621,15000000.0,21.857387,92.0,6.8,350.0,36008,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.4931286606163813,35097815.0
3575,3575,5000000.0,18.077963,97.0,6.9,398.0,34887,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0009615316729951936,26888376.0
91,91,165000000.0,48.775723,120.0,4.9,2491.0,38568,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22670837861825596,389681935.0
3522,3522,5800000.0,3.201886,95.0,4.2,10.0,34986,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.009706285539845354,7000000.0
4714,4714,29584033.76797455,0.015697,89.0,6.104517497348888,701.7172852598093,37863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9886768714615224,83769672.29056203
1311,1311,53000000.0,6.454634,102.0,5.6,88.0,33051,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.27155807682335376,29700000.0
2869,2869,12000000.0,4.330428,86.0,5.9,43.0,35068,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.060584378304298275,5542025.0
2169,2169,20000000.0,17.016284,108.0,5.8,255.0,31925,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.3592794527347921,83769672.29056203
1506,1506,32000000.0,59.19888,93.0,7.1,2699.0,36657,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.2228294554142066,147332697.0
4274,4274,29584033.76797455,0.143784,79.0,6.1,30.0,37046,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0003497153806801052,1632.0
4071,4071,2000000.0,41.298723,115.0,6.9,760.0,19320,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0707936630527135,78898765.0
4207,4207,29584033.76797455,3.215465,92.0,4.6,55.0,37903,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.07749164666828848,83769672.29056203
1377,1377,35000000.0,23.607071,108.0,5.5,453.0,30912,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6382493807406306,113374103.0
4049,4049,2000000.0,6.86302,90.0,6.7,93.0,27992,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.13103132982092414,83769672.29056203
3293,3293,8000000.0,3.942464,107.0,6.3,24.0,34792,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.06275259807624865,143451.0
3551,3551,5500000.0,5.0330650000000015,120.0,5.9,45.0,37914,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.604524180228383,5000000.0
2017,2017,22000000.0,41.967005,127.0,6.9,1339.0,29091,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0.5085559580859088,505000000.0
1503,1503,32000000.0,18.47242,107.0,6.0,394.0,36441,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5551219779510121,69055695.0
4175,4175,1800000.0,12.471239,93.0,6.8,403.0,37114,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5678024292240047,21107746.0
3564,3564,4100000.0,4.028875,135.0,6.4,42.0,15643,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.10682505512651544,36000000.0
2359,2359,18000000.0,13.628601000000002,108.0,7.3,236.0,25816,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.2228294554142066,12000000.0
2027,2027,22000000.0,26.071644,132.0,7.2,530.0,33278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1738486389550329,92542418.0
1636,1636,25000000.0,2.77255,98.0,5.2,47.0,31290,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.030468302858191326,17193231.0
1493,1493,35000000.0,20.908494,98.0,5.3,394.0,36987,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5551219779510121,24159934.0
3181,3181,9000000.0,2.062087,97.0,6.5,95.0,33537,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.1338492078815892,4777465.0
3810,3810,29584033.76797455,4.1186120000000015,113.0,4.4,21.0,37723,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.029587719636982875,83769672.29056203
3415,3415,29584033.76797455,4.240495,125.0,5.8,44.0,33688,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.06199331733463079,83769672.29056203
3002,3002,10000000.0,10.125029,108.0,5.4,197.0,29693,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.152472923239034,32101000.0
1504,1504,35000000.0,18.84332,90.0,5.7,414.0,37414,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.11598225213273144,21819348.0
2653,2653,20000000.0,6.459787,85.0,5.8,72.0,37498,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.10144361018394127,27187375.0
761,761,60000000.0,18.380176,101.0,5.9,375.0,35727,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5283521363746942,73174566.0
3893,3893,3000000.0,21.607228,87.0,5.7,361.0,27376,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.22283012226079651,29999213.0
1699,1699,60000000.0,21.252797,104.0,6.1,400.0,33012,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.5635756121330071,105178561.0
1104,1104,40000000.0,33.747825,110.0,5.5,858.0,36278,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2088696880253005,136000000.0
2578,2578,20000000.0,7.679336,92.0,5.0,163.0,35028,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9354693384362712,22165608.0
1719,1719,28000000.0,15.794946,104.0,6.1,327.0,35313,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4607230629187333,92601050.0
1592,1592,30000000.0,11.19602,125.0,6.2,243.0,28798,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3323558358811649,45892212.0
4318,4318,29584033.76797455,0.100533,107.21727137704222,2.0,1.0,37451,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.001408939030332518,83769672.29056203
452,452,80000000.0,36.125715,88.0,6.5,1288.0,31409,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,6.398265638192638,250200000.0
2986,2986,10000000.0,19.524972,178.0,7.2,234.0,18939,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.479748617662073,50100000.0
1191,1191,40000000.0,23.088571,110.0,6.2,511.0,32011,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3372392287871799,54682547.0
4429,4429,950000.0,8.976128,100.0,5.5,155.0,37773,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.3864852428500418,83769672.29056203
3211,3211,7000000.0,17.697042,112.0,6.8,274.0,36188,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.13464264904834164,39462438.0
791,791,58000000.0,45.351617,103.0,6.2,995.0,38246,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.7813625347154105,158162788.0
604,604,75000000.0,10.54544,95.0,5.9,228.0,33135,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3.507535378887398,13596911.0
1054,1054,45000000.0,35.37697100000001,83.0,5.4,982.0,33101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.3835781277865329,141220678.0
3198,3198,9000000.0,2.0095970000000003,97.0,4.5,12.0,34615,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.016907268363990216,1046166.0
2283,2283,29584033.76797455,20.392858,91.0,5.4,440.0,33215,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.6199331733463078,83769672.29056203
873,873,46000000.0,19.643365,99.0,5.5,308.0,32717,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4339532213424155,107196498.0
765,765,60000000.0,21.547446,122.0,7.4,797.0,32809,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.2839572817740709,47383689.0
3010,3010,12000000.0,9.559737,103.0,5.3,153.0,35021,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.021340063176490242,38368909.0
2602,2602,15000000.0,17.672021,96.0,5.2,358.0,37240,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002096899102060645,15608545.0
2661,2661,14500000.0,41.493042,120.0,6.7,1374.0,31394,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.93588222767688,147298761.0
256,256,110000000.0,86.105615,121.0,5.9,1998.0,38463,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.57876144898161,179246868.0
1851,1851,25000000.0,8.618208000000001,97.0,6.3,174.0,31654,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2451553912778581,83769672.29056203
513,513,75000000.0,51.469576,136.0,6.9,1456.0,31247,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0514152281641462,335062621.0
2389,2389,18000000.0,9.244181,105.0,6.7,77.0,34817,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.1433094086433195,1831348.0
3510,3510,29584033.76797455,2.135689,240.0,7.6,38.0,36122,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.05353968315263568,83769672.29056203
74,74,178000000.0,79.456485,113.0,7.6,4858.0,37811,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.844625809355372,370541256.0
4564,4564,29584033.76797455,0.161517,107.21727137704222,4.3,4.0,29427,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.005635756121330072,83769672.29056203
2523,2523,29584033.76797455,12.18838,109.0,6.0,102.0,25525,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.14371178109391686,83769672.29056203
44,44,190000000.0,102.322217,137.0,7.3,4176.0,38120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.883729390668595,1506249360.0
2708,2708,29584033.76797455,0.633004,127.0,5.8,1.0,24821,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.001408939030332518,83769672.29056203
