,Unnamed: 0,budget,popularity,runtime,vote_average,vote_count,Days,Fantasy,Science Fiction,Action,Adventure,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Mystery,Horror,War,History,Music,Foreign,popularity_index
48,48,195000000.0,43.349855,114.0,5.5,2598.0,37357,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.016125427988873
49,49,105000000.0,61.196071,143.0,7.3,3769.0,37429,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.6670899889435195
50,50,150000000.0,62.169881,116.0,6.2,2317.0,36342,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.9103748403843528
51,51,180000000.0,56.523205,131.0,6.7,4794.0,37491,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3802683280253401
52,52,195000000.0,28.529607,154.0,6.1,3299.0,36747,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033613513797811134
53,53,185000000.0,75.674458,122.0,5.7,2495.0,35614,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00925297892576533
54,54,175000000.0,51.692953,93.0,6.6,1736.0,38347,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.445918156657251
55,55,185000000.0,125.114374,93.0,6.7,4641.0,37106,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,6.5388860397732165
56,56,185000000.0,65.352913,122.0,6.6,2568.0,38583,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.618155429893906
57,57,180000000.0,66.390712,98.0,7.8,6296.0,35646,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5917117416512345
58,58,140000000.0,22.57178,91.0,6.1,783.0,35327,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.2080223592301376
59,59,200000000.0,45.274225,158.0,5.6,4903.0,36121,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.908028065720336
60,60,200000000.0,39.744242,96.0,6.6,1095.0,36146,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.5427882382141072
61,61,176000003.0,85.36908000000003,124.0,5.2,2768.0,38064,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89994323596041
62,62,180000000.0,42.741719,109.0,5.5,2430.0,38575,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07872754040104507
63,63,180000000.0,67.391328,143.0,6.7,2629.0,34718,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.7041007107441897
64,64,178000000.0,139.272042,144.0,6.4,4721.0,38533,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6516011621998175
65,65,185000000.0,187.322927,152.0,8.2,12002.0,35670,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.048012729036726785
66,66,175000000.0,92.201962,96.0,7.7,6870.0,35971,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,5.737977754621588
67,67,175000000.0,36.167578000000006,94.0,6.0,1423.0,35916,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8.827325560279117
68,68,140000000.0,120.725053,126.0,7.4,8776.0,35593,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.364848930198177
69,69,170000000.0,32.319043,126.0,7.0,2141.0,36894,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.799638721087447
70,70,170000000.0,40.748915,106.0,5.1,1020.0,32365,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.010794245751329512
71,71,145000000.0,60.034162,112.0,5.2,1387.0,35655,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.799638387664146
72,72,175000000.0,90.23792,123.0,5.9,7458.0,38609,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.104185458111676
73,73,175000000.0,27.082182,96.0,5.3,1151.0,35267,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.9193271485123837
74,74,178000000.0,79.456485,113.0,7.6,4858.0,37811,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.844625809355372
75,75,175000000.0,44.640292,135.0,5.9,992.0,30933,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3976675180898577
76,76,175000000.0,32.852443,118.0,5.6,1962.0,36054,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.7643383775124
77,77,175000000.0,128.65596399999998,94.0,8.0,6560.0,38189,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0.011931160195644606
78,78,175000000.0,94.199316,106.0,6.7,2892.0,38492,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.827328530261116
79,79,200000000.0,77.30019399999998,124.0,6.6,6849.0,36321,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9509362407603656
80,80,170000000.0,77.178973,127.0,5.8,3118.0,37084,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.393071896576791
81,81,180000000.0,110.620647,97.0,7.0,4496.0,37812,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.15096492763324768
82,82,170000000.0,243.79174300000003,130.0,7.3,4410.0,37841,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.213421123766403
83,83,27000000.0,2.418535,109.0,4.8,34.0,38073,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.04790392703130561
84,84,175000000.0,41.796339,119.0,5.9,1326.0,37639,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.414455374952982
85,85,170000000.0,72.22526500000002,136.0,7.6,5764.0,37743,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.121124570836633
86,86,165000000.0,44.041186,93.0,6.0,1959.0,36339,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.16142297675613362
87,87,190000000.0,130.311355,130.0,6.2,2846.0,38168,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4.009840480326346
88,88,165000000.0,203.73459,102.0,7.8,6135.0,37961,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,8.643840951089997
89,89,165000000.0,62.341073,108.0,7.1,4570.0,37239,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,11.421492721794625
90,90,165000000.0,47.323228,100.0,6.4,1474.0,34326,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.2805032849864657
91,91,165000000.0,48.775723,120.0,4.9,2491.0,38568,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22670837861825596
92,92,165000000.0,67.263269,98.0,7.5,4227.0,36267,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.1432797088233047
93,93,200000000.0,69.405188,109.0,5.9,2143.0,33829,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.774831153913062
94,94,170000000.0,481.098624,121.0,7.9,9742.0,37875,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8084376331368544
95,95,165000000.0,724.247784,169.0,8.1,10867.0,37973,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.016127655475376
97,97,15000000.0,9.476999,120.0,6.5,143.0,38605,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.9498262186761752
98,98,250000000.0,108.849621,169.0,7.0,8297.0,37264,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8639599616644489
99,99,38000000.0,6.909942,106.0,6.6,3428.0,33089,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.829842995979871
100,100,150000000.0,60.269279,166.0,7.3,3292.0,35801,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,4.638227287854648
101,101,160000000.0,3.195174,132.0,7.1,5181.0,36712,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35278485707868595
102,102,160000000.0,127.284427,137.0,6.6,3984.0,38351,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.613213096844751
103,103,150000000.0,35.580815,109.0,5.8,1470.0,36397,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2.071140374588801
104,104,160000000.0,21.133748,99.0,5.5,583.0,34874,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.8214114546838579
105,105,170000000.0,56.268916,113.0,6.5,1725.0,38540,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4304198273235933
106,106,160000000.0,42.986467,93.0,6.0,2278.0,35244,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.13464339154384206
107,107,160000000.0,63.148529,123.0,6.3,2268.0,38540,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1432797088233047
108,108,155000000.0,202.042635,126.0,5.8,3631.0,38203,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.006770073972486621
109,109,155000000.0,49.661984,113.0,6.2,1514.0,36428,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.1524268885180105
110,110,140000000.0,34.20669,183.0,6.6,1791.0,33057,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.3802683280253401
111,111,150000000.0,25.468493,144.0,6.6,4040.0,35285,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.692113682543372
112,112,155000000.0,39.019229,175.0,5.6,927.0,34337,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0.1711251654596303
113,113,150000000.0,78.14439499999997,138.0,7.4,5494.0,35286,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.1711251654596303
114,114,150000000.0,101.250416,157.0,7.5,5608.0,34686,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.799637720817557
115,115,150000000.0,56.758411,92.0,6.2,2961.0,35655,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.799637720817557
116,116,150000000.0,70.867401,101.0,6.9,4853.0,35455,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,6.83758111420371
117,117,150000000.0,53.90559200000001,115.0,6.7,3624.0,34571,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.293141288142984
118,118,150000000.0,65.677399,111.0,7.5,4369.0,35280,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,6.1556546235227705
119,119,150000000.0,115.040024,140.0,7.5,7359.0,34538,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.298065140676025
120,120,150000000.0,44.141021,89.0,6.2,1810.0,35776,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4.298065140676025
121,121,150000000.0,81.781591,105.0,5.9,1971.0,35978,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.578748084062603
122,122,150000000.0,5.9543339999999985,107.0,6.2,4021.0,35956,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.665343840967053
123,123,150000000.0,73.313918,129.0,6.4,3096.0,33955,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.7983716216381702
124,124,150000000.0,165.125366,102.0,7.3,5295.0,37630,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.460332165610683
125,125,150000000.0,70.78591,138.0,6.7,3443.0,33781,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.204538557586853
126,126,170000000.0,99.499595,112.0,6.8,4755.0,37601,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.699505089231121
127,127,150000000.0,434.278564,120.0,7.2,9427.0,38162,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.421496434272127
128,128,150000000.0,67.447636,138.0,6.5,2129.0,35971,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.204538557586853
129,129,150000000.0,86.493424,115.0,6.6,6525.0,36679,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16742917441532149
130,130,150000000.0,41.845878000000006,98.0,6.3,1750.0,35798,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2.4656433030819063
131,131,150000000.0,26.710398,88.0,5.1,510.0,36040,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.7185589054695841
132,132,150000000.0,44.927635,99.0,5.5,1431.0,37020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0161917524058333
133,133,150000000.0,50.306728,113.0,5.7,2320.0,37062,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.9193268150890894
134,134,150000000.0,114.52223700000002,131.0,7.1,3224.0,38233,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.542419433792038
135,135,150000000.0,21.214571,102.0,5.5,549.0,36245,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3.1429864231006537
136,136,150000000.0,29.332905,91.0,5.7,1171.0,35408,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.03742845567877584
137,137,150000000.0,51.247321,91.0,6.7,1880.0,36713,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0032108663305523946
138,138,150000000.0,33.769336,103.0,4.7,1151.0,36384,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.9193268150890894
139,139,150000000.0,63.079003,126.0,6.5,2028.0,34865,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.3510080270798
140,140,150000000.0,39.004588,131.0,6.4,1891.0,37477,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.1025746332568314
141,141,150000000.0,12.362599,88.0,5.5,199.0,36636,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9.578751796540104
142,142,149000000.0,22.550135,85.0,6.0,874.0,35037,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.019387230909273055
143,143,150000000.0,48.03528,111.0,5.9,954.0,38296,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.344127834937222
144,144,145000000.0,38.73494,92.0,6.7,843.0,37702,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.1877356025703123
145,145,175000000.0,66.803149,163.0,6.9,2759.0,34145,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.298065140676025
146,146,145000000.0,44.989192,93.0,6.4,1808.0,37091,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.08092458458667656
147,147,140000000.0,54.159392,133.0,5.8,1092.0,33602,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7331148122305577
148,148,144000000.0,66.21806,116.0,5.3,2142.0,38590,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0179474029722533
149,149,140000000.0,58.485967,151.0,6.4,2482.0,32002,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.496986673285309
150,150,140000000.0,91.332849,88.0,6.0,3114.0,33465,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.387436140455461
151,151,70000000.0,35.60166500000001,115.0,5.5,841.0,35416,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03742845567877584
152,152,145000000.0,56.747978,95.0,6.7,1603.0,38417,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3.9193268150890894
153,153,145000000.0,77.77476999999998,133.0,6.8,3972.0,36909,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.596305828480762
154,154,145000000.0,61.788035,97.0,7.1,1922.0,37259,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13.408081012815726
155,155,100000000.0,25.159168,90.0,5.9,627.0,34732,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.9193268150890894
156,156,140000000.0,52.341226,154.0,7.3,1895.0,33985,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.6699394624801216
157,157,140000000.0,101.599427,150.0,5.6,1921.0,38001,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.7065718772687672
158,158,150000000.0,73.61680799999998,127.0,7.4,4518.0,35964,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095350529663606
159,159,139000000.0,82.502566,121.0,6.8,5265.0,33402,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22670837861825596
160,160,145000000.0,100.21391,102.0,7.6,3106.0,37827,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.05016002602383266
161,161,140000000.0,56.257249,127.0,5.3,1277.0,38450,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022179083091922337
162,162,135000000.0,17.88953,121.0,4.9,331.0,34586,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4663588190400634
163,163,130000000.0,64.798873,163.0,7.0,2811.0,35902,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.9605276142647083
164,164,140000000.0,24.855701,127.0,6.3,767.0,32011,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.046835873668620714
165,165,137000000.0,34.981698,138.0,5.3,1533.0,33816,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.647719233588623
166,166,130000000.0,59.325589,110.0,5.4,3025.0,37384,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.808436890641354
167,167,130000000.0,21.605568,124.0,5.7,434.0,34473,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.6114795391643127
168,168,137000000.0,26.074908,106.0,5.9,433.0,33099,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.414467254880988
169,169,140000000.0,74.50624599999998,124.0,6.6,7047.0,36771,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08092458458667656
170,170,135000000.0,39.604363,128.0,6.0,862.0,32497,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.008973787862132
171,171,150000000.0,36.973031,138.0,6.9,790.0,33964,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9509352404904808
172,172,120000000.0,99.687084,115.0,6.1,2553.0,37251,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.6622941064130847
173,173,130000000.0,17.7735,100.0,5.8,373.0,36889,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.3098559362107954
174,174,150000000.0,62.898336,114.0,6.1,3021.0,35636,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005268088060511717
175,175,140000000.0,44.19092,120.0,6.0,1000.0,38547,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.016129882961874
176,176,135000000.0,100.635882,156.0,7.3,6396.0,38388,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,9.093116674551
177,177,135000000.0,44.765377,96.0,6.1,1074.0,37491,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.5132005185771242
178,178,135000000.0,29.91353,107.0,6.6,2051.0,36629,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2.8897339512119937
179,179,132000000.0,84.366984,92.0,6.5,1346.0,37990,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1.896431934827569
180,180,70000000.0,45.381501,115.0,7.3,2888.0,35322,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.03742845567877584
181,181,130000000.0,84.68964799999998,90.0,6.9,3145.0,35628,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.006639394764419321
182,182,130000000.0,120.09361,117.0,7.0,5880.0,38224,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35278485707868595
